"","HHId","ComunID","ComunSize","Round","Animals.value","TraditionalAssets.value","IndustrialAssets.value","Total.value","Nfields","HHmale","HHAge","route.distance.SB","HHWealthZ","HHWealthAZ","HHWealthTZ","HHWealthIZ","AgeCorWealth","AgeCorWealthA","AgeCorWealthT","AgeCorWealthI","Gini.2","Gini.AgeCor.2","WealthCnt.2","Gini.3","Gini.AgeCor.3","WealthCnt.3","Gini","Gini.AgeCor","MeanWealth","MeanWealth.AgeCor","MeanWealthZ","MedianWealth","MedianWealth.AgeCor","MedianWealthZ","HHCnt","HHSize"
"272","HH0226",27,145,3,905,2530,1580.8,5015.8,NA,1,34,85,0.086,0.343,0.922,-0.409,8002.66832049883,1211.08007845725,3263.52834088875,3307.01104172113,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"273","HH0227",27,145,2,20,540,392.965,952.965,2,1,64,85,-2.297,-1.817,-0.852,-2.08,1319.55809885811,25.8533209082859,648.450540109253,818.938501178772,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"274","HH0228",27,145,2,3417.5,470,694.1,4581.6,NA,1,24,85,0.877,1.69,-0.276,-0.489,12312.80886589,8485.00333809344,1189.12523911035,3136.57055034987,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"275","HH0229",27,145,2,1095,1770,5764.75,8629.75,4,1,40,85,0.478,0.383,0.303,0.882,9973.85389855859,1277.83631961098,1999.09377037854,7004.31220132531,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,9
"276","HH0230",27,145,2,4727.5,1150,10285.86,16163.36,3,1,59,85,1.286,1.237,-0.262,1.581,15104.3412266651,4283.83063499158,1205.94849790014,9883.42846805616,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,4
"277","HH0230",27,145,3,4410,4880,4678.3,13968.3,3,1,65,85,1.075,1.195,1.566,0.444,13611.6739262472,4023.64137903466,5163.37886372301,5535.2471843328,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,4
"278","HH0231",27,145,2,625,980,808.665,2413.665,NA,1,25,85,-0.167,0.515,0.445,-0.441,6891.05358428113,1533.82042510125,2248.47943956263,3237.77877653831,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,8
"279","HH0232",27,145,2,1905,780,347.8,3032.8,NA,1,21,85,0.64,1.493,0.54,-0.738,10884.466479071,6274.15645178741,2427.39282804668,2641.35969765632,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"280","HH0233",27,145,2,382.5,360,616.57,1359.07,NA,1,83,85,-1.043,0.271,-0.659,-0.835,3867.18172311297,1097.39695405968,804.84654079055,2464.17627500922,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"281","HH0234",27,145,2,8865,5960,6411.12,21236.12,NA,1,61,85,1.815,1.602,1.922,0.692,19354.6404635157,7403.17925513204,6539.12082592551,6336.42104720219,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"282","HH0234",27,145,3,8555,5190,5853.265,19598.265,NA,1,67,85,1.603,1.563,1.695,0.834,17560.2795485151,6976.63846760097,5632.70805236564,6830.24181365262,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"283","HH0235",27,145,2,930,3180,8492.39,12602.39,2,1,36,85,1.355,0.357,1.144,1.771,15616.2646821944,1233.32284911101,3842.48118496873,10791.2698563979,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,10
"284","HH0235",56,67,3,4250,5390,9418.66,19058.66,2,1,41,93,1.833,1.315,1.569,1.896,19514.6647750301,4806.76075114773,5172.51594701993,11420.1357896306,0.273906193513718,0.183994923209703,10,0.415300357548562,0.322018452290547,11,0.373942265514079,0.27257869125184,8752.27953125,10563.8773257694,0.374375,6918.4575,10290.5964174808,0.50875,16,10
"285","HH0236",27,145,3,4545,3950,9896.31,18391.31,2,1,77,85,1.848,1.396,1.669,1.896,19651.6241719652,5424.67084195263,5533.85381585049,11416.980607393,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"286","HH0237",27,145,3,700,2320,466.725,3486.725,NA,1,29,85,0.034,0.334,1.114,-1.135,7766.75873714782,1195.93170637335,3757.99494831478,1963.6849706463,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,6
"287","HH0238",27,145,3,825,2710,4443.32,7978.32,NA,1,35,85,0.703,0.237,0.954,0.903,11251.790963895,1046.49967145502,3342.37346825204,7080.27428375489,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"288","HH0239",27,145,3,182.5,2560,434.05,3176.55,NA,1,22,85,0.641,-0.31,1.747,-0.622,10888.1850765754,495.434764052877,5828.78834822132,2865.49771585297,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,6
"289","HH0240",27,145,3,730,320,1737.58,2787.58,NA,1,28,85,-0.186,0.416,-0.81,0.202,6810.65450277305,1337.59230035102,680.596991264162,4823.26650679306,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,8
"290","HH0241",27,145,3,3710,4670,4949.8,13329.8,3,1,72,85,1.212,1.21,1.717,0.741,14566.214692187,4118.52259119403,5714.57856037467,6505.18253279999,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,4
"291","HH0241",27,145,2,2112.5,3930,8556.14,14598.64,3,1,66,85,1.155,0.806,1.428,1.261,14167.6763378407,2301.48494111029,4695.40337595564,8479.09429257466,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,4
"292","HH0242",27,145,2,920,3770,1501.83,6191.83,NA,1,31,85,0.582,0.517,1.67,-0.334,10549.7879286508,1538.40930710923,5537.59064659967,3471.67176048635,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"293","HH0243",27,145,2,730,2620,1134.615,4484.615,NA,1,26,85,0.624,0.574,1.614,-0.215,10788.6048184091,1663.70454831796,5332.06236065064,3745.52283482874,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"294","HH0244",27,145,2,1935,650,452.735,3037.735,NA,1,30,85,-0.378,1.1,-0.37,-1.202,6047.48181447882,3505.63894826423,1084.98083918494,1860.96009928313,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"295","HH0245",27,145,2,977.5,740,8694.835,10412.335,NA,1,55,85,0.494,0.178,-0.728,1.273,10060.1022862595,965.899743356616,746.987757744565,8527.60111420521,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"296","HH0246",27,145,3,457.5,2380,4446.79,7284.29,NA,1,38,85,0.391,-0.324,0.726,0.729,9509.43597633131,485.449863887869,2809.45941343725,6464.56930190173,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,4
"297","HH0247",27,145,2,2325,2570,1034.85,5929.85,NA,1,33,85,0.318,1.129,1.018,-0.837,9134.37997724578,3658.42903738204,3504.07519346667,2459.31773357371,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"298","HH0248",27,145,3,202.5,2640,4707.83,7550.33,5,1,47,85,0.174,-1.049,0.702,0.49,8421.40380761296,165.873036811201,2758.64747067991,5679.51351166289,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,5
"299","HH0248",27,145,2,780,5530,5473.015,11783.015,3,1,41,85,1.007,0.106,1.781,0.756,13156.1702566689,875.365710835057,5963.33829286997,6558.04060978452,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,5
"300","HH0249",27,145,2,2440,2720,5217.465,10377.465,NA,1,33,85,1.243,1.163,1.092,1.141,14790.5285082668,3844.32808015881,3697.97741461652,7991.04320510548,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"301","HH0250",27,145,3,110,1220,893.14,2223.14,NA,1,20,85,0.416,-0.513,1.137,0.213,9644.81265403294,372.892217709847,3820.71640375537,4853.02049733686,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"302","HH0251",27,145,2,1166.25,1912.5,5045.4275,8124.1775,NA,1,35,85,0.655,0.56,0.545,0.934,10969.7493872202,1631.24612969082,2437.36057416733,7196.30854967475,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"303","HH0252",27,145,2,855,1355,3999.715,6209.715,NA,1,31,85,0.586,0.461,0.36,0.896,10575.5104117093,1423.92769057886,2096.28569144658,7055.16924125472,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"304","HH0253",27,145,2,1917.5,1615,6937.16,10469.66,NA,1,36,85,1.019,0.901,0.305,1.402,13237.4556833825,2634.61953424586,2001.66179248448,9078.41267060058,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"305","HH0254",27,145,2,5160,3700,9127.245,17987.245,NA,1,46,85,1.74,1.415,1.135,1.539,18710.0107169916,5573.66769681327,3817.5033896051,9689.60560975629,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"306","HH0255",27,145,3,9905,4880,4447.25,19232.25,NA,1,36,85,1.954,1.962,1.553,0.84,20607.8150651029,13012.5539340809,5116.40488307171,6851.37925398583,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"307","HH0255",27,145,2,4970,1840,5432.995,12242.995,NA,1,30,85,1.807,1.719,0.8,1.472,19288.7639571378,8873.59517639251,2973.86819253905,9385.24441797683,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"308","HH0256",27,145,2,5900,4520,294.57,10714.57,NA,1,27,85,1.857,1.898,2.291,-1.215,19729.9343366283,11742.6181169225,8266.62727349162,1842.12048218747,0.311044238733179,0.213118655880488,32,0.296978245636442,0.161886780639171,21,0.32071625934276,0.201628769012103,8529.99863095238,11639.7324693237,0.646333333333333,8084.42875,10886.3257778232,0.6405,42,2
"309","HH0257",249,80,3,1650,2580,4218.955,8448.955,NA,1,30,140,1.162,0.947,1.161,1.213,14213.39,2811.716,3887.838,8279.741,NA,NA,NA,0.2242734,0.2475253,5,0.2242734,0.2475253,6595.091,8885.728,0.0894,7816.555,9207.492,0.333,5,2
"310","HH0258",249,80,3,370,2630,4816.555,7816.555,NA,1,43,140,0.333,-0.575,0.75,0.66,9207.492,341.107,2863.078,6228.173,NA,NA,NA,0.2242734,0.2475253,5,0.2242734,0.2475253,6595.091,8885.728,0.0894,7816.555,9207.492,0.333,5,8
"311","HH0259",249,80,3,2122.5,2720,983.705,5826.205,NA,1,70,140,-0.003,0.86,1.007,-1.174,7601.107,2483.843,3475.072,1904.378,NA,NA,NA,0.2242734,0.2475253,5,0.2242734,0.2475253,6595.091,8885.728,0.0894,7816.555,9207.492,0.333,5,2
"312","HH0260",249,80,3,830,100,545.36,1475.36,NA,1,33,140,-1.733,0.309,-1.926,-1.358,2246.429,1155.338,110.6957,1637.971,NA,NA,NA,0.2242734,0.2475253,5,0.2242734,0.2475253,6595.091,8885.728,0.0894,7816.555,9207.492,0.333,5,2
"313","HH0261",249,80,3,3550,4870,988.38,9408.38,NA,1,41,140,0.688,1.189,1.456,-1.383,11160.23,3992.813,4786.859,1602.933,NA,NA,NA,0.2242734,0.2475253,5,0.2242734,0.2475253,6595.091,8885.728,0.0894,7816.555,9207.492,0.333,5,2
"314","HH0262",114,58,2,590,1180,898.725,2668.725,5,1,54,87,-1.554,-0.186,-0.286,-1.926,2609.7870599418,587.168466340338,1178.06509837324,965.184419988828,0.143767259437536,0.159233489281259,4,NA,NA,NA,0.143767259437536,0.159233489281259,3505.78125,4362.8523992782,-0.91625,3436.0625,4337.55757482352,-0.882,4,3
"315","HH0263",114,58,2,95,510,3598.4,4203.4,7.5,1,53,87,-0.956,-1.358,-1.049,-0.276,4114.9403801473,94.6734792440259,511.080877982794,3604.87613589379,0.143767259437536,0.159233489281259,4,NA,NA,NA,0.143767259437536,0.159233489281259,3505.78125,4362.8523992782,-0.91625,3436.0625,4337.55757482352,-0.882,4,6
"316","HH0264",114,58,2,1035,980,472.235,2487.235,NA,1,27,87,-0.347,0.78,0.279,-0.968,6166.50738752396,2219.27705662936,1958.99567649284,2232.65192111694,0.143767259437536,0.159233489281259,4,NA,NA,NA,0.143767259437536,0.159233489281259,3505.78125,4362.8523992782,-0.91625,3436.0625,4337.55757482352,-0.882,4,5
"317","HH0265",114,58,2,222.5,150,4291.265,4663.765,NA,1,56,87,-0.808,-0.857,-1.755,-0.017,4560.17476949973,224.933635980941,166.316369372099,4235.26549736839,0.143767259437536,0.159233489281259,4,NA,NA,NA,0.143767259437536,0.159233489281259,3505.78125,4362.8523992782,-0.91625,3436.0625,4337.55757482352,-0.882,4,3
"318","HH0266",29,33,3,1750,4830,3523.555,10103.555,1,0,69,128,0.717,0.719,1.665,0.18,11334.6720187289,2037.62152746952,5519.68141074716,4761.07741670707,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,7
"319","HH0267",29,33,2,550,2930,4056.14,7536.14,2,1,31,128,0.896,0.119,1.326,0.917,12438.1430897996,891.004532808997,4372.88364659538,7132.23179288996,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,6
"320","HH0267",29,33,3,2290,2920,4378.3,9588.3,NA,1,38,128,0.819,0.937,0.945,0.705,11951.5052476686,2774.32571659029,3319.20571487846,6382.32530204517,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,6
"321","HH0268",29,33,2,500,2150,4626.465,7276.465,NA,1,53,128,-0.113,-0.306,0.384,0.127,7119.47012483259,497.813543756744,2138.9479395921,4615.04152650404,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,2
"322","HH0269",29,33,3,442.5,3720,3885.38,8047.88,NA,1,28,128,1.249,0.009,1.682,1.267,14836.5128379119,766.941732202591,5584.71833558759,8503.67581452158,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,5
"323","HH0269",29,33,2,6652.5,830,896.334999999999,8378.835,2,1,21,128,1.992,2.114,0.615,-0.014,20959.0231252202,16645.6924968424,2575.62227116629,4242.53048380682,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,5
"324","HH0270",34,68,3,540,3340,9649.18,13529.18,NA,1,53,121,1.07,-0.329,0.936,1.711,13580.3643747738,482.375682706801,3298.06528543979,10499.1425245955,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,2
"325","HH0270",29,33,2,1620,2930,5796.755,10346.755,NA,1,46,128,0.631,0.588,0.824,0.685,10833.0895238436,1696.86897631213,3030.0721661567,6315.14032683446,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,2
"326","HH0271",29,33,3,797.5,2430,4485.35,7712.85,NA,1,28,128,1.197,0.486,1.232,1.48,14459.076251021,1472.55228928087,4090.78723074171,9424.78733570421,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,6
"327","HH0272",29,33,3,3930,2930,4434.705,11294.705,2,1,37,128,1.114,1.345,0.973,0.777,13882.5159042648,5026.03654978351,3389.19639230272,6630.41950446281,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,6
"328","HH0273",29,33,2,3472.5,870,7102.875,11445.375,NA,1,43,128,0.898,1.18,-0.509,1.144,12446.2113210865,3940.79402885381,943.026036915024,8001.94740510668,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,2
"329","HH0274",29,33,3,302.5,2620,584.31,3506.81,NA,1,31,128,-0.166,-0.445,1.115,-1.133,6892.60347967274,410.599322179106,3762.65449857142,1966.79708960486,0.0991333947038886,0.183662026709784,5,0.158036889859069,0.115925882145592,6,0.144349925694656,0.152042905443545,8718.01027777778,11895.5811970834,0.750666666666667,8562.22,12194.8241687341,0.8575,9,8
"330","HH0275",34,68,3,3365,2350,7014.41,12729.41,NA,1,25,121,1.918,1.604,1.419,2.504,20276.5915632849,7423.13465518121,4665.81235675095,14859.4393180373,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,2
"331","HH0276",34,68,2,1742.5,400,719.96,2862.46,NA,1,22,121,0.437,1.39,-0.279,-0.301,9755.19588589125,5375.05230805939,1186.13551639697,3547.824327417,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,2
"332","HH0276",34,68,3,997.5,6540,852.055,8389.555,NA,1,29,121,1.228,0.613,2.212,-0.637,14682.6008560871,1756.13036114968,7866.82306521531,2834.88986449673,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,2
"333","HH0277",34,68,3,40,510,4361.22,4911.22,6,1,50,121,-0.61,-1.922,-0.985,0.275,5211.24166871243,14.3158582332626,553.112380653072,5029.71923176042,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,8
"334","HH0278",34,68,3,807.5,2530,4622.955,7960.455,6,1,45,121,0.311,0.017,0.68,0.524,9097.66885906148,775.597325576238,2712.11669041808,5786.72614935298,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,6
"335","HH0279",34,68,3,20,590,4565.975,5175.975,NA,1,46,121,-0.43,-2.108,-0.821,0.471,5854.03702617911,-3.13458295695172,672.479811738566,5617.6208832337,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,6
"336","HH0279",34,68,2,110,410,4833.155,5353.155,NA,1,39,121,-0.255,-1.234,-1.106,0.637,6530.192205153,120.281449498587,475.150119564128,6152.25596416966,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,6
"337","HH0280",34,68,3,450,2170,1381.35,4001.35,NA,1,28,121,0.334,0.023,1.112,-0.061,9213.70617732134,781.637369808302,3753.2746365219,4123.8973625335,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,7
"338","HH0281",34,68,2,570,2870,4415.875,7855.875,NA,1,56,121,-0.003,-0.206,0.768,0.029,7600.98449964139,571.632395938016,2903.40079005782,4355.35221594227,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,3
"339","HH0282",34,68,2,1550,890,4531.005,6971.005,NA,1,38,121,0.208,0.69,-0.397,0.584,8586.70326560264,1956.35811513003,1056.36210411522,5979.42898153043,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,3
"340","HH0282",34,68,3,1515,2680,3578.285,7773.285,NA,1,44,121,0.297,0.515,0.757,0.148,9027.05377721095,1534.23416634717,2878.15957121043,4672.37951581588,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,3
"341","HH0283",34,68,2,5435,3890,5355.32,14680.32,NA,1,39,121,1.496,1.565,1.323,0.802,16697.5787505289,6996.0065258445,4364.7342873735,6717.99767881795,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,10
"342","HH0283",34,68,3,2285,2770,4256.635,9311.635,33,1,46,121,0.55,0.798,0.767,0.354,10370.1125382792,2277.12624546805,2900.3329759965,5262.79169338571,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,10
"343","HH0284",34,68,3,80,2880,4229.62,7189.62,4,0,50,121,0.032,-1.625,0.773,0.222,7755.03690202515,50.4899728690103,2914.79199226382,4880.54639746381,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,2
"344","HH0285",34,68,3,0,530,1354.595,1884.595,8,1,20,121,0.2,-1.745,0.275,0.687,8546.42829453986,34.3904757230618,1953.00150342794,6319.68030687014,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,4
"345","HH0286",34,68,3,127.5,320,332.49,779.99,NA,1,20,121,-1.272,-0.405,-0.218,-0.642,3260.90281718909,434.253366760699,1257.12083337062,2824.46113784508,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,2
"346","HH0287",34,68,3,895,620,627.26,2142.26,8,1,28,121,-0.588,0.575,-0.183,-0.823,5287.01708303903,1667.47436906556,1299.57193989036,2484.76055881912,0.256178997129123,0.175249143962834,6,0.338451738151242,0.252053610703139,15,0.333438541852843,0.241235421713622,6661.621875,9279.68057917839,0.2189375,6407.81375,8676.65340797333,0.22625,16,7
