"","HHId","ComunID","ComunSize","Round","Animals.value","TraditionalAssets.value","IndustrialAssets.value","Total.value","Nfields","HHmale","HHAge","route.distance.SB","HHWealthZ","HHWealthAZ","HHWealthTZ","HHWealthIZ","AgeCorWealth","AgeCorWealthA","AgeCorWealthT","AgeCorWealthI","Gini.2","Gini.AgeCor.2","WealthCnt.2","Gini.3","Gini.AgeCor.3","WealthCnt.3","Gini","Gini.AgeCor","MeanWealth","MeanWealth.AgeCor","MeanWealthZ","MedianWealth","MedianWealth.AgeCor","MedianWealthZ","HHCnt","HHSize"
"65","HH0053",13,49,2,165,410,608.625,1183.625,NA,1,20,66,-0.592,-0.113,-0.085,-0.272,5270.63035956852,648.918022677449,1423.17780234428,3614.31751853592,0.562858500928805,0.381038553502975,7,0.14872900281075,0.120829245531304,4,0.488229994489737,0.337105645387388,5599.31611111111,7760.6157620064,-0.258833333333333,4071.53,6553.526100007,-0.249,9,2
"66","HH0054",NA,NA,2,605,820,1081.475,2506.475,NA,1,30,NA,-0.647,0.234,-0.132,-0.572,5085.401,1042.86,1362.188,2965.217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"67","HH0055",15,153,2,272.5,260,484.91,1017.41,2,1,47,19,-2.474,-0.721,-1.508,-2.169,1090.71690380578,275.902524697978,263.731639205688,739.964534804929,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"68","HH0055",15,153,3,825,2480,4854.475,8159.475,1,1,53,19,0.208,-0.006,0.603,0.403,8586.55371897218,751.81902278388,2551.96177332772,5409.90842471517,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"69","HH0056",15,153,2,787.5,2630,3675.505,7093.005,2,0,21,19,1.778,0.941,2.155,1.88,19035.0739452022,2788.70668130939,7591.9822377614,11337.3333422418,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"70","HH0057",15,153,2,75,780,370.005,1225.005,NA,1,42,19,-2.174,-1.451,-0.599,-2.071,1494.24243025597,77.6780251089237,858.602284558456,826.37792077225,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"71","HH0058",15,153,2,752.5,3170,3697.615,7620.115,3,1,47,19,0.063,0.011,0.913,-0.08,7898.23963638642,768.808747027753,3241.73940533602,4075.87184492973,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"72","HH0058",15,153,3,1417.5,2540,4900.47,8857.97,2,1,54,19,0.338,0.397,0.633,0.408,9234.59689547498,1303.48352128699,2612.79238066088,5424.28939794527,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"73","HH0059",15,153,3,480,2320,1058.395,3858.395,NA,1,26,19,0.486,0.188,1.329,-0.172,10018.5718015968,979.30772509086,4382.10736040486,3848.57979187294,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"74","HH0060",15,153,3,110,50,533.97,693.97,NA,1,28,19,-2.569,-1.109,-2.051,-0.952,979.11786200716,149.953269580133,75.9298798117967,2259.986424848,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,1
"75","HH0061",15,153,2,1192.5,2885,13451.865,17529.365,3,1,45,19,1.707,0.371,0.819,2.389,18429.5837726787,1258.46881387998,3019.03942972351,14159.902338308,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,11
"76","HH0061",15,153,3,1062.5,4490,8076.75,13629.25,3,1,52,19,1.096,0.187,1.274,1.369,13757.8099318171,977.705578827456,4215.69996190414,8934.32450792154,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,11
"77","HH0062",15,153,3,185,2380,320.05,2885.05,NA,1,37,19,-0.999,-1.012,0.751,-2.05,3991.61218661674,176.161478070557,2864.23972364602,845.75106986656,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,7
"78","HH0062",51,346,2,205,720,4637.37,5562.37,2,1,31,107,0.414,-0.642,-0.327,1.123,9633.02373353597,309.920835075041,1132.22709814685,7919.49323018244,0.263939131677229,0.226845579918875,64,0.348932590834701,0.299183770278146,31,0.28866811946978,0.237993158808145,8082.90831081081,10264.1328430444,0.373628378378378,7430.6075,10364.2783011121,0.549,74,7
"79","HH0063",15,153,3,985,370,4720.08,6075.08,0,1,51,19,-0.268,0.132,-1.261,0.388,6478.92055144918,907.740512813926,384.865824689985,5365.74219787498,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"80","HH0064",15,153,2,200,200,366.37,766.37,3,1,21,19,-1.401,-0.06,-0.82,-0.708,2951.31279954116,698.374679174493,672.900652632158,2698.70209195068,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,3
"81","HH0065",15,153,3,95,1030,760.885,1885.885,NA,1,26,19,-0.552,-1.105,0.476,-0.491,5413.16320591889,151.039842495438,2305.83128354657,3131.89929769268,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"82","HH0065",15,153,2,215,200,258.705,673.705,NA,1,20,19,-1.488,0.079,-0.746,-0.825,2753.9875944625,844.203331815656,731.905367760325,2480.92160399208,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"83","HH0066",15,153,3,240,610,1144.86,1994.86,NA,1,23,19,-0.096,-0.171,0.17,0.181,7189.77521345676,599.665528726058,1785.44435613244,4764.61712841247,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,4
"84","HH0067",15,153,3,517.5,2380,1345.48,4242.98,0,1,41,19,-0.593,-0.284,0.67,-1.044,5269.73765380826,513.0988065512,2691.21179018137,2107.6810363994,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"85","HH0067",200,100,2,660,2845,1979.175,5484.175,2,1,34,43,0.107,0.153,1.093,-0.266,8103.79927617174,934.084677292213,3700.94632000291,3628.03961797829,0.332047794627313,0.272470977130215,30,NA,NA,NA,0.332047794627313,0.272470977130215,4534.24093333333,6581.33705599538,-0.413266666666667,4850.9725,6613.44933004219,-0.234,30,6
"86","HH0068",15,153,3,987.5,4590,3772.01,9349.51,NA,1,31,19,1.222,0.521,1.712,0.965,14637.0009017334,1547.40511485319,5695.93842250934,7310.50557192831,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,7
"87","HH0069",15,153,3,567.5,2610,1120.615,4298.115,NA,1,22,19,0.989,0.591,1.767,0.255,13035.9060733709,1703.25320857784,5907.56334734642,4973.21010453495,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"88","HH0070",15,153,2,310,2530,4526.66,7366.66,5,1,75,19,0.504,-0.172,1.11,0.592,10115.3693098656,598.663496404362,3748.45649243298,6006.38185624945,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,4
"89","HH0071",15,153,2,52.5,830,1405.205,2287.705,NA,1,34,19,-1.117,-1.53,-0.335,-0.629,3664.4788002357,64.7111340747441,1123.17247048208,2851.66616431503,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,8
"90","HH0072",15,153,3,297.5,665,1102.3275,2064.8275,NA,1,25,19,-0.29,-0.142,0.103,-0.043,6391.22971155648,624.191867794455,1683.2890877856,4168.64666806935,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,4
"91","HH0073",15,153,3,385,540,911.49,1836.49,0,1,69,19,-1.649,-0.32,-0.649,-1.302,2411.7932615224,488.207951615769,813.649664972024,1715.69801313172,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,3
"92","HH0073",15,153,2,652.5,1850,3448.1,5950.6,3,1,62,19,-0.375,-0.051,0.318,-0.246,6060.14634477078,706.630885074171,2023.70161260184,3672.72991835523,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,3
"93","HH0074",15,153,3,585,560,1710.75,2855.75,NA,1,37,19,-1.015,-0.1,-0.717,-0.531,3946.03307443794,660.930659618856,756.102692795788,3047.74138939722,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"94","HH0075",15,153,2,450,450,5209.8,6109.8,NA,1,39,19,-0.051,-0.275,-1.032,0.757,7388.08188540642,519.741610594279,521.989714874618,6560.74471968287,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,2
"95","HH0076",15,153,3,425,320,1361.06,2106.06,NA,1,19,19,0.464,0.605,-0.133,0.808,9897.50543167387,1738.53320801813,1361.18468454905,6739.97988461871,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"96","HH0077",15,153,3,565,2870,5968.05,9403.05,NA,1,35,19,0.947,-0.07,1.016,1.367,12764.3219307392,688.345930798203,3497.50667528282,8925.03211003829,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,7
"97","HH0077",15,153,2,840,360,3950.58,5150.58,NA,1,29,19,0.505,0.531,-0.856,1.057,10124.7590715019,1567.16922074345,645.887539481665,7661.92196046056,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,7
"98","HH0078",15,153,2,0,510,877.2,1387.2,NA,1,23,19,-0.737,-1.753,-0.113,-0.21,4787.62975074192,33.4296330579204,1386.59809451736,3757.44401822655,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,2
"99","HH0079",15,153,3,425,1205,4717.975,6347.975,2,1,45,19,-0.065,-0.486,-0.108,0.558,7326.56096479327,387.526376687937,1393.63879743572,5895.28419063317,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,11
"100","HH0079",15,153,2,110,520,7449.605,8079.605,NA,1,39,19,0.405,-1.234,-0.913,1.373,9586.6369039458,120.281449498587,603.826262112717,8951.95779503663,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,11
"101","HH0080",15,153,2,380,740,623.925,1743.925,NA,1,22,19,-0.277,0.344,0.384,-0.417,6440.96796682521,1211.29482296537,2138.54240759871,3288.42401027186,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"102","HH0080",15,153,3,1075,770,1852.02,3697.02,NA,1,28,19,0.223,0.715,0.034,0.278,8657.47897550594,2026.38021621657,1584.79645387101,5040.57635890476,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"103","HH0081",15,153,3,470,360,1210.07,2040.07,0,0,63,19,-1.845,-0.342,-1.127,-1.398,2036.87986477594,473.976161843512,461.874698366281,1582.63936239502,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,1
"104","HH0082",15,153,2,290,260,942.86,1492.86,NA,1,33,19,-1.562,-0.45,-1.288,-0.916,2592.81052724559,407.240794906557,370.511015814149,2321.81553833303,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,9
"105","HH0082",15,153,3,280,570,1399.88,2249.88,5,1,39,19,-1.509,-0.736,-0.746,-0.889,2707.27838586241,270.033871446502,731.581442192681,2367.9391829784,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,9
"106","HH0083",15,153,2,17.5,420,616.55,1054.05,NA,1,23,19,-1.143,-1.485,-0.31,-0.504,3594.84732282834,72.030871670112,1150.59114946639,3103.74589774662,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,8
"107","HH0083",15,153,3,495,2780,1082.81,4357.81,NA,1,30,19,0.253,0.006,1.24,-0.488,8806.8811378256,764.171635941164,4114.72048003649,3137.26316316151,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,8
"108","HH0084",15,153,3,260,4530,5989.3,10779.3,0,0,83,19,1.505,-0.024,2.05,1.423,16772.4309673958,733.131378969273,7103.3759191676,9171.26941846719,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,3
"109","HH0085",15,153,3,1112.5,320,2206.205,3638.705,NA,1,40,19,-0.796,0.342,-1.276,-0.379,4597.39856963174,1209.32640378254,376.860096301198,3373.07044793983,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,7
"110","HH0085",15,153,2,202.5,570,570.205,1342.705,NA,1,34,19,-1.749,-0.745,-0.695,-1.352,2214.77467373402,266.313723922609,774.365462908435,1645.26743744884,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,7
"111","HH0086",15,153,3,332.5,980,1387.845,2700.345,3,1,46,19,-1.494,-0.681,-0.331,-1.254,2741.30623016874,292.815859227389,1127.79336775503,1784.41841279036,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,8
"112","HH0087",15,153,2,282.5,520,1188.83,1991.33,3,1,33,19,-1.214,-0.47,-0.736,-0.714,3407.86292217949,396.027489806971,739.827078684048,2686.23645420365,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,10
"113","HH0088",15,153,3,680,680,4699.69,6059.69,3,1,58,19,-0.3,-0.135,-0.681,0.326,6352.02475215072,629.702374893404,785.859328272163,5180.70073656985,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"114","HH0088",15,153,2,930,630,2043.99,3603.99,1,1,52,19,-1.162,0.144,-0.879,-1.042,3543.07657040565,921.873977957541,628.103122128807,2110.98720002355,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"115","HH0089",15,153,2,570,3080,4437.49,8087.49,NA,1,61,19,0.07,-0.162,0.947,0.094,7928.24995459252,607.37759397427,3322.7976255923,4525.77524790612,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"116","HH0090",200,100,2,1705,1030,2674.405,5409.405,2,1,60,43,-0.552,0.586,-0.357,-0.645,5410.20261160845,1691.74130771262,1099.59403950144,2818.54788360972,0.332047794627313,0.272470977130215,30,NA,NA,NA,0.332047794627313,0.272470977130215,4534.24093333333,6581.33705599538,-0.413266666666667,4850.9725,6613.44933004219,-0.234,30,8
"117","HH0090",15,153,3,1030,2770,5030.265,8830.265,3,1,67,19,0.457,0.322,0.946,0.607,9861.3168291696,1176.36466338483,3321.46422563168,6054.71568629655,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,8
"118","HH0091",15,153,3,110,6530,1225.57,7865.57,NA,1,35,19,0.682,-1.335,1.901,-0.77,11126.7062395837,99.1746114261939,6452.72934043568,2581.53540228084,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"119","HH0091",200,100,2,60,710,4016.52,4786.52,1,1,29,43,0.394,-1.346,-0.218,1.083,9526.22420706587,97.0549991994079,1257.65555644623,7759.75417776456,0.332047794627313,0.272470977130215,30,NA,NA,NA,0.332047794627313,0.272470977130215,4534.24093333333,6581.33705599538,-0.413266666666667,4850.9725,6613.44933004219,-0.234,30,6
"120","HH0092",15,153,3,380,590,1397.925,2367.925,NA,1,44,19,-1.637,-0.564,-0.794,-1.149,2437.52732991188,346.579323699916,692.921775715507,1942.3078940097,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,8
"121","HH0092",15,153,2,110,50,1491.44,1651.44,NA,1,38,19,-1.734,-1.221,-2.134,-0.827,2244.56346348256,123.055400958862,54.9455372046166,2478.47575069946,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,8
"122","HH0093",15,153,3,6867.5,4320,1333.725,12521.225,NA,1,31,19,1.608,1.843,1.647,-0.354,17601.8929857068,10772.6598082964,5454.7995408095,3428.53561874167,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,7
"123","HH0094",15,153,3,255,900,618.12,1773.12,NA,1,31,19,-1.228,-0.585,0.002,-1.087,3373.59877377117,336.451769341929,1539.68117386917,2038.12599677655,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,5
"124","HH0095",15,153,2,6642.5,4580,4564.07,15786.57,3,1,59,19,1.24,1.442,1.468,0.103,14770.2449287052,5809.97877518111,4829.21619472504,4551.67612610304,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,4
"125","HH0096",15,153,2,435,2530,1804.275,4769.275,NA,1,39,19,-0.428,-0.301,0.758,-0.679,5862.12386074414,501.685729985039,2881.60420333819,2753.04145385886,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,9
"126","HH0096",15,153,3,1250,2380,5024,8654,2,1,46,19,0.427,0.346,0.6,0.632,9698.94869620995,1215.44299430234,2547.04900994248,6137.06955889799,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,9
"127","HH0097",15,153,2,287.5,50,1783.645,2121.145,NA,1,55,19,-1.819,-0.69,-2.104,-1.234,2084.47550158085,288.810347802109,62.224080578719,1814.62174621956,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,3
"128","HH0098",15,153,2,390,530,4402.07,5322.07,NA,1,30,19,0.45,-0.11,-0.567,1.132,9821.93988684138,651.966100446439,887.730312268315,7952.30627966753,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,6
"129","HH0099",15,153,2,0,2150,4646.975,6796.975,NA,1,38,19,0.167,-2.088,0.582,0.623,8388.68900118619,-1.42507205142039,2509.18495599053,6107.86890409963,0.452794249691164,0.383301085001453,27,0.362826925515671,0.318596076182634,32,0.391715719057595,0.345545651243142,4993.07094444444,7417.37732562646,-0.303377777777778,3893.545,6478.92055144918,-0.268,45,1
